"","X","id","Datum","Warengruppe","wochentag","jahreszeit","monat","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Feiertag","Ferien","Temperatur_labels"
"1414",1414,1907254,"2019-07-25",4,"Donnerstag","Sommer",7,6,29.725,"Wind","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1415",1415,1907264,"2019-07-26",4,"Freitag","Sommer",7,0,26.925,"Wind","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1416",1416,1907274,"2019-07-27",4,"Samstag","Sommer",7,4,23.5375,"Sturm","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1417",1417,1907284,"2019-07-28",4,"Sonntag","Sommer",7,3,23.35,"Wind","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1418",1418,1907294,"2019-07-29",4,"Montag","Sommer",7,6,25.25,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1419",1419,1907304,"2019-07-30",4,"Dienstag","Sommer",7,7,20.7375,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1420",1420,1808015,"2018-08-01",5,"Mittwoch","Sommer",8,0,23.7625,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1421",1421,1808025,"2018-08-02",5,"Donnerstag","Sommer",8,0,26.1875,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1422",1422,1808035,"2018-08-03",5,"Freitag","Sommer",8,1,27.6625,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1423",1423,1808045,"2018-08-04",5,"Samstag","Sommer",8,4,25.1375,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1424",1424,1808055,"2018-08-05",5,"Sonntag","Sommer",8,7,21.3,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1425",1425,1808065,"2018-08-06",5,"Montag","Sommer",8,0,23.1,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1426",1426,1808075,"2018-08-07",5,"Dienstag","Sommer",8,0,32.671428,"Brise","Trocken",FALSE,FALSE,TRUE,"heiß"
"1427",1427,1808085,"2018-08-08",5,"Mittwoch","Sommer",8,4,28.15,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1428",1428,1808095,"2018-08-09",5,"Donnerstag","Sommer",8,5,24.575,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1429",1429,1808105,"2018-08-10",5,"Freitag","Sommer",8,5,17.325,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1430",1430,1808115,"2018-08-11",5,"Samstag","Sommer",8,6,15.5,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1431",1431,1808125,"2018-08-12",5,"Sonntag","Sommer",8,7,18.375,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1432",1432,1808135,"2018-08-13",5,"Montag","Sommer",8,7,21.9125,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1433",1433,1808145,"2018-08-14",5,"Dienstag","Sommer",8,5,21.8,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1434",1434,1808155,"2018-08-15",5,"Mittwoch","Sommer",8,6,21.9875,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1435",1435,1808165,"2018-08-16",5,"Donnerstag","Sommer",8,3,25.075,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1436",1436,1808175,"2018-08-17",5,"Freitag","Sommer",8,7,19.55,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1437",1437,1808185,"2018-08-18",5,"Samstag","Sommer",8,4,21.75,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1438",1438,1808195,"2018-08-19",5,"Sonntag","Sommer",8,7,21.3875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1439",1439,1808205,"2018-08-20",5,"Montag","Sommer",8,6,19.6,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1440",1440,1808215,"2018-08-21",5,"Dienstag","Sommer",8,4,19.7875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1441",1441,1808225,"2018-08-22",5,"Mittwoch","Sommer",8,0,26.6375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1442",1442,1808235,"2018-08-23",5,"Donnerstag","Sommer",8,5,22.575,"Wind","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1443",1443,1808245,"2018-08-24",5,"Freitag","Sommer",8,5,17.1,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1444",1444,1808255,"2018-08-25",5,"Samstag","Sommer",8,7,12.9,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1445",1445,1808265,"2018-08-26",5,"Sonntag","Sommer",8,3,16.9875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1446",1446,1808275,"2018-08-27",5,"Montag","Sommer",8,6,16.5375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1447",1447,1808285,"2018-08-28",5,"Dienstag","Sommer",8,6,18.6125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1448",1448,1808295,"2018-08-29",5,"Mittwoch","Sommer",8,0,22.7,"Wind","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1449",1449,1808305,"2018-08-30",5,"Donnerstag","Sommer",8,7,15.4625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1450",1450,1808315,"2018-08-31",5,"Freitag","Sommer",8,4,18.725,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1451",1451,1809015,"2018-09-01",5,"Samstag","Herbst",9,2,18.1125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1452",1452,1809025,"2018-09-02",5,"Sonntag","Herbst",9,1,18.95,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1453",1453,1809035,"2018-09-03",5,"Montag","Herbst",9,2,21.0125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1454",1454,1809045,"2018-09-04",5,"Dienstag","Herbst",9,1,20.525,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1455",1455,1809055,"2018-09-05",5,"Mittwoch","Herbst",9,2,20.2875,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1456",1456,1809065,"2018-09-06",5,"Donnerstag","Herbst",9,0,21.275,"Wind","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1457",1457,1809075,"2018-09-07",5,"Freitag","Herbst",9,7,17.475,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1458",1458,1809085,"2018-09-08",5,"Samstag","Herbst",9,7,4.6375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1459",1459,1809095,"2018-09-09",5,"Sonntag","Herbst",9,1,15.5,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1460",1460,1809105,"2018-09-10",5,"Montag","Herbst",9,5,19.2375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1461",1461,1809115,"2018-09-11",5,"Dienstag","Herbst",9,7,16.55,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1462",1462,1809125,"2018-09-12",5,"Mittwoch","Herbst",9,7,14.3,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1463",1463,1809135,"2018-09-13",5,"Donnerstag","Herbst",9,4,17.3375,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1464",1464,1809145,"2018-09-14",5,"Freitag","Herbst",9,3,17.1125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1465",1465,1809155,"2018-09-15",5,"Samstag","Herbst",9,4,12.2875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1466",1466,1809165,"2018-09-16",5,"Sonntag","Herbst",9,0,27.3375,"Wind","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1467",1467,1809175,"2018-09-17",5,"Montag","Herbst",9,7,14.2375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1468",1468,1809185,"2018-09-18",5,"Dienstag","Herbst",9,7,13.625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1469",1469,1809195,"2018-09-19",5,"Mittwoch","Herbst",9,1,20.225,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1470",1470,1809205,"2018-09-20",5,"Donnerstag","Herbst",9,6,8.975,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1471",1471,1809215,"2018-09-21",5,"Freitag","Herbst",9,6,14.957142,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1472",1472,1809225,"2018-09-22",5,"Samstag","Herbst",9,4,13.025,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1473",1473,1809235,"2018-09-23",5,"Sonntag","Herbst",9,6,11.65,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1474",1474,1809245,"2018-09-24",5,"Montag","Herbst",9,2,11.2875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1475",1475,1809255,"2018-09-25",5,"Dienstag","Herbst",9,3,12.7625,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1476",1476,1809265,"2018-09-26",5,"Mittwoch","Herbst",9,7,14.2375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1477",1477,1809275,"2018-09-27",5,"Donnerstag","Herbst",9,7,17.6,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1478",1478,1809285,"2018-09-28",5,"Freitag","Herbst",9,1,12.8625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1479",1479,1809295,"2018-09-29",5,"Samstag","Herbst",9,6,13.1,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1480",1480,1809305,"2018-09-30",5,"Sonntag","Herbst",9,5,13.9625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1481",1481,1810015,"2018-10-01",5,"Montag","Herbst",10,5,11.1625,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1482",1482,1810025,"2018-10-02",5,"Dienstag","Herbst",10,6,10,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1483",1483,1810035,"2018-10-03",5,"Mittwoch","Herbst",10,4,12.2875,"Wind","RegenGewitter",FALSE,TRUE,TRUE,"moderat"
"1484",1484,1810045,"2018-10-04",5,"Donnerstag","Herbst",10,7,14.2625,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1485",1485,1810055,"2018-10-05",5,"Freitag","Herbst",10,0,18.1125,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1486",1486,1810065,"2018-10-06",5,"Samstag","Herbst",10,1,14.3375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1487",1487,1810075,"2018-10-07",5,"Sonntag","Herbst",10,1,11.4,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1488",1488,1810085,"2018-10-08",5,"Montag","Herbst",10,5,13.0625,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1489",1489,1810095,"2018-10-09",5,"Dienstag","Herbst",10,3,15.125,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1490",1490,1810105,"2018-10-10",5,"Mittwoch","Herbst",10,0,17.1,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1491",1491,1810115,"2018-10-11",5,"Donnerstag","Herbst",10,0,19.633333,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1492",1492,1810125,"2018-10-12",5,"Freitag","Herbst",10,0,21.4125,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1493",1493,1810135,"2018-10-13",5,"Samstag","Herbst",10,7,15.4625,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1494",1494,1810145,"2018-10-14",5,"Sonntag","Herbst",10,0,12.7625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1495",1495,1810155,"2018-10-15",5,"Montag","Herbst",10,0,20.7875,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1496",1496,1810165,"2018-10-16",5,"Dienstag","Herbst",10,7,19.0625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1497",1497,1810175,"2018-10-17",5,"Mittwoch","Herbst",10,2,20.8375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1498",1498,1810185,"2018-10-18",5,"Donnerstag","Herbst",10,1,12.816666,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"1499",1499,1810195,"2018-10-19",5,"Freitag","Herbst",10,3,10.925,"Brise","Trocken",FALSE,FALSE,TRUE,"kalt"
"1500",1500,1810205,"2018-10-20",5,"Samstag","Herbst",10,5,11.1625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1501",1501,1810215,"2018-10-21",5,"Sonntag","Herbst",10,0,12.8375,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1502",1502,1810225,"2018-10-22",5,"Montag","Herbst",10,2,11.1,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1503",1503,1810235,"2018-10-23",5,"Dienstag","Herbst",10,7,11.925,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1504",1504,1810245,"2018-10-24",5,"Mittwoch","Herbst",10,4,10.357142,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"1505",1505,1810255,"2018-10-25",5,"Donnerstag","Herbst",10,6,11.125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1506",1506,1810265,"2018-10-26",5,"Freitag","Herbst",10,7,10.325,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1507",1507,1810275,"2018-10-27",5,"Samstag","Herbst",10,7,5.8375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1508",1508,1810285,"2018-10-28",5,"Sonntag","Herbst",10,2,5.5875,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"1509",1509,1810295,"2018-10-29",5,"Montag","Herbst",10,7,7.3625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1510",1510,1810305,"2018-10-30",5,"Dienstag","Herbst",10,7,10.6375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1511",1511,1811015,"2018-11-01",5,"Donnerstag","Herbst",11,5,11.725,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1512",1512,1811025,"2018-11-02",5,"Freitag","Herbst",11,6,10.675,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1513",1513,1811035,"2018-11-03",5,"Samstag","Herbst",11,0,8.7,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1514",1514,1811045,"2018-11-04",5,"Sonntag","Herbst",11,8,8.225,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1515",1515,1811055,"2018-11-05",5,"Montag","Herbst",11,8,10.4125,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1516",1516,1811065,"2018-11-06",5,"Dienstag","Herbst",11,7,8.5375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1517",1517,1811075,"2018-11-07",5,"Mittwoch","Herbst",11,1,11.0875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1518",1518,1811085,"2018-11-08",5,"Donnerstag","Herbst",11,6,11.625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1519",1519,1811095,"2018-11-09",5,"Freitag","Herbst",11,7,9.3,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1520",1520,1811105,"2018-11-10",5,"Samstag","Herbst",11,7,11.425,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1521",1521,1811115,"2018-11-11",5,"Sonntag","Herbst",11,7,12.2375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1522",1522,1811125,"2018-11-12",5,"Montag","Herbst",11,7,10.5375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1523",1523,1811135,"2018-11-13",5,"Dienstag","Herbst",11,7,10.325,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1524",1524,1811145,"2018-11-14",5,"Mittwoch","Herbst",11,7,8.4375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1525",1525,1811155,"2018-11-15",5,"Donnerstag","Herbst",11,2,10.35,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1526",1526,1811165,"2018-11-16",5,"Freitag","Herbst",11,0,8.2625,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1527",1527,1811175,"2018-11-17",5,"Samstag","Herbst",11,0,5.375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1528",1528,1811185,"2018-11-18",5,"Sonntag","Herbst",11,7,6.75,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"1529",1529,1811195,"2018-11-19",5,"Montag","Herbst",11,6,5.775,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1530",1530,1811205,"2018-11-20",5,"Dienstag","Herbst",11,7,4.725,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"1531",1531,1811215,"2018-11-21",5,"Mittwoch","Herbst",11,7,3.05,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"1532",1532,1811225,"2018-11-22",5,"Donnerstag","Herbst",11,8,1.5125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1533",1533,1811235,"2018-11-23",5,"Freitag","Herbst",11,8,1.8875,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1534",1534,1811245,"2018-11-24",5,"Samstag","Herbst",11,8,3.025,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1535",1535,1811255,"2018-11-25",5,"Sonntag","Herbst",11,8,5.1625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1536",1536,1811265,"2018-11-26",5,"Montag","Herbst",11,7,4.95,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1537",1537,1811275,"2018-11-27",5,"Dienstag","Herbst",11,8,2.1625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1538",1538,1811285,"2018-11-28",5,"Mittwoch","Herbst",11,3,1.5,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1539",1539,1811295,"2018-11-29",5,"Donnerstag","Herbst",11,7,3.3,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1540",1540,1811305,"2018-11-30",5,"Freitag","Herbst",11,5,7.8375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1541",1541,1812015,"2018-12-01",5,"Samstag","Winter",12,7,7.1625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1542",1542,1812025,"2018-12-02",5,"Sonntag","Winter",12,7,8.15,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1543",1543,1812035,"2018-12-03",5,"Montag","Winter",12,7,10.825,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1544",1544,1812045,"2018-12-04",5,"Dienstag","Winter",12,1,5.442857,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1545",1545,1812055,"2018-12-05",5,"Mittwoch","Winter",12,1,3.7375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1546",1546,1812065,"2018-12-06",5,"Donnerstag","Winter",12,7,6.725,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1547",1547,1812075,"2018-12-07",5,"Freitag","Winter",12,7,10.825,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1548",1548,1812085,"2018-12-08",5,"Samstag","Winter",12,8,7.475,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1549",1549,1812095,"2018-12-09",5,"Sonntag","Winter",12,7,6.95,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1550",1550,1812105,"2018-12-10",5,"Montag","Winter",12,5,4.9125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1551",1551,1812115,"2018-12-11",5,"Dienstag","Winter",12,6,4.6375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1552",1552,1812125,"2018-12-12",5,"Mittwoch","Winter",12,7,4.175,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1553",1553,1812135,"2018-12-13",5,"Donnerstag","Winter",12,7,2.925,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1554",1554,1812145,"2018-12-14",5,"Freitag","Winter",12,7,2.175,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1555",1555,1812155,"2018-12-15",5,"Samstag","Winter",12,7,0.5375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"1556",1556,1812165,"2018-12-16",5,"Sonntag","Winter",12,7,0.2,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"1557",1557,1812175,"2018-12-17",5,"Montag","Winter",12,8,0.65,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"1558",1558,1812185,"2018-12-18",5,"Dienstag","Winter",12,7,5.3125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1559",1559,1812195,"2018-12-19",5,"Mittwoch","Winter",12,7,3.175,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1560",1560,1812205,"2018-12-20",5,"Donnerstag","Winter",12,7,4.8875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1561",1561,1812215,"2018-12-21",5,"Freitag","Winter",12,7,6.1125,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1562",1562,1812225,"2018-12-22",5,"Samstag","Winter",12,8,4.3,"Brise","Trocken",FALSE,FALSE,TRUE,"kalt"
"1563",1563,1812235,"2018-12-23",5,"Sonntag","Winter",12,7,6.45,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1564",1564,1812245,"2018-12-24",5,"Montag","Winter",12,7,2.5,"Brise","RegenGewitter",FALSE,TRUE,TRUE,"kalt"
"1565",1565,1812275,"2018-12-27",5,"Donnerstag","Winter",12,7,7.125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1566",1566,1812285,"2018-12-28",5,"Freitag","Winter",12,7,7.3125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1567",1567,1812295,"2018-12-29",5,"Samstag","Winter",12,8,7.675,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1568",1568,1812305,"2018-12-30",5,"Sonntag","Winter",12,2,6.675,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1569",1569,1812315,"2018-12-31",5,"Montag","Winter",12,7,7.3875,"Wind","RegenGewitter",FALSE,TRUE,TRUE,"kalt"
"1570",1570,1901025,"2019-01-02",5,"Mittwoch","Winter",1,0,3.9125,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"1571",1571,1901035,"2019-01-03",5,"Donnerstag","Winter",1,2,0.725,"Brise","Trocken",FALSE,FALSE,TRUE,"eisig"
"1572",1572,1901045,"2019-01-04",5,"Freitag","Winter",1,7,5.55,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1573",1573,1901055,"2019-01-05",5,"Samstag","Winter",1,5,7.85,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1574",1574,1901065,"2019-01-06",5,"Sonntag","Winter",1,7,3.65,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1575",1575,1901075,"2019-01-07",5,"Montag","Winter",1,8,5.9375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1576",1576,1901085,"2019-01-08",5,"Dienstag","Winter",1,6,5.5,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1577",1577,1901095,"2019-01-09",5,"Mittwoch","Winter",1,7,3.1375,"Sturm","Trocken",FALSE,FALSE,FALSE,"kalt"
"1578",1578,1901105,"2019-01-10",5,"Donnerstag","Winter",1,7,1.4,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1579",1579,1901115,"2019-01-11",5,"Freitag","Winter",1,6,6.8625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1580",1580,1901125,"2019-01-12",5,"Samstag","Winter",1,7,6.0875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1581",1581,1901135,"2019-01-13",5,"Sonntag","Winter",1,7,7.6875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1582",1582,1901145,"2019-01-14",5,"Montag","Winter",1,2,1.9375,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"1583",1583,1901155,"2019-01-15",5,"Dienstag","Winter",1,7,6.6625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1584",1584,1901165,"2019-01-16",5,"Mittwoch","Winter",1,7,7.2125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1585",1585,1901175,"2019-01-17",5,"Donnerstag","Winter",1,7,4.1875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1586",1586,1901185,"2019-01-18",5,"Freitag","Winter",1,1,1.2625,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1587",1587,1901195,"2019-01-19",5,"Samstag","Winter",1,2,0.925,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"1588",1588,1901205,"2019-01-20",5,"Sonntag","Winter",1,1,0.85,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"1589",1589,1901215,"2019-01-21",5,"Montag","Winter",1,6,-0.425,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"1590",1590,1901225,"2019-01-22",5,"Dienstag","Winter",1,5,0.1375,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"1591",1591,1901235,"2019-01-23",5,"Mittwoch","Winter",1,4,-3.075,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"1592",1592,1901245,"2019-01-24",5,"Donnerstag","Winter",1,8,-4.8125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"1593",1593,1901255,"2019-01-25",5,"Freitag","Winter",1,8,-3.3875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"1594",1594,1901265,"2019-01-26",5,"Samstag","Winter",1,7,3.8375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1595",1595,1901275,"2019-01-27",5,"Sonntag","Winter",1,8,4.9375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1596",1596,1901285,"2019-01-28",5,"Montag","Winter",1,8,2.75,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1597",1597,1901295,"2019-01-29",5,"Dienstag","Winter",1,6,1.575,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1598",1598,1901305,"2019-01-30",5,"Mittwoch","Winter",1,5,1.6,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1599",1599,1901315,"2019-01-31",5,"Donnerstag","Winter",1,7,1.4,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1600",1600,1902015,"2019-02-01",5,"Freitag","Winter",2,7,-0.075,"Wind","Trocken",FALSE,FALSE,FALSE,"eisig"
